,sale_Id,Sales Person,Country,Product,Date,Amount ($),Boxes Shipped
64,438,Ethan Reddy,USA,Rose Water Toner,11-07-2022,13625.75,406
65,439,Isabella Roy,Australia,SPF 50 Sunscreen,18-06-2022,3344.35,244
66,440,Sophia Nair,India,Aloe Vera Gel,02-03-2022,11456.29,325
67,441,Ava Sharma,India,Hair Repair Oil,19-04-2022,8946.01,434
68,442,Ananya Gupta,Australia,Hair Repair Oil,16-01-2022,15120.74,360
69,443,Ethan Reddy,Canada,Under Eye Cream,01-04-2022,9372.51,274
70,444,Ananya Gupta,UK,Hydrating Face Serum,22-05-2022,4531.42,107
71,445,Noah Mehta,USA,Aloe Vera Gel,13-01-2022,16283.5,456
72,446,Ava Sharma,Canada,Tea Tree Moisturizer,24-01-2022,10108.84,402
73,447,Noah Mehta,UK,Body Butter Cream,12-08-2022,3801.03,202
74,448,Liam Patel,USA,Anti-Aging Serum,08-07-2022,1308.08,51
75,449,Noah Mehta,Canada,Face Sheet Masks,09-07-2022,13195.0,285
76,450,Isabella Roy,Australia,Niacinamide Toner,25-04-2022,5223.33,152
77,451,Olivia D'Souza,Canada,Salicylic Acid Cleanser,30-08-2022,6102.47,146
78,452,Noah Mehta,Australia,Hydrating Face Serum,29-06-2022,8416.43,237
79,453,Isabella Roy,Canada,Under Eye Cream,22-05-2022,8215.87,334
80,454,Sophia Nair,Canada,SPF 50 Sunscreen,29-03-2022,6936.38,322
81,455,Olivia D'Souza,New Zealand,Under Eye Cream,04-03-2022,2422.62,180
82,456,Lucas Verma,USA,Anti-Aging Serum,13-01-2022,17090.34,366
83,457,Ava Sharma,Canada,Hydrating Face Serum,23-02-2022,10497.39,324
84,458,Sophia Nair,UK,Under Eye Cream,29-08-2022,569.78,14
85,459,Olivia D'Souza,UK,Hydrating Face Serum,15-03-2022,4103.17,124
86,460,Isabella Roy,Australia,SPF 50 Sunscreen,26-08-2022,891.11,73
87,461,Isabella Roy,UK,Hydrating Face Serum,18-01-2022,14127.27,465
88,462,Olivia D'Souza,USA,Aloe Vera Gel,25-03-2022,5150.27,218
89,463,Noah Mehta,USA,Face Sheet Masks,08-03-2022,146.7,13
90,464,Sophia Nair,New Zealand,Hair Repair Oil,17-02-2022,3812.92,118
91,465,Mason Kapoor,USA,Niacinamide Toner,23-07-2022,9450.04,218
92,466,Noah Mehta,UK,Face Sheet Masks,14-02-2022,6457.54,293
93,467,Olivia D'Souza,UK,Under Eye Cream,19-02-2022,7925.54,309
94,468,Lucas Verma,USA,Tea Tree Moisturizer,13-04-2022,16861.45,385
95,469,Lucas Verma,New Zealand,Salicylic Acid Cleanser,17-08-2022,1650.87,72
96,470,Ananya Gupta,Australia,Hair Repair Oil,15-07-2022,19861.82,424
97,471,Isabella Roy,Canada,Body Butter Cream,08-06-2022,10647.12,234
98,472,Olivia D'Souza,Australia,SPF 50 Sunscreen,03-06-2022,1564.91,49
99,473,Liam Patel,India,Tea Tree Moisturizer,10-01-2022,2126.3,89
100,474,Liam Patel,India,Niacinamide Toner,09-04-2022,2893.74,204
101,475,Isabella Roy,Australia,Tea Tree Moisturizer,17-04-2022,13434.96,283
102,476,Ethan Reddy,India,Lip Balm Pack,05-07-2022,8273.51,169
103,477,Noah Mehta,UK,Charcoal Face Wash,07-04-2022,4063.64,149
104,478,Olivia D'Souza,UK,Aloe Vera Gel,06-08-2022,6650.47,471
105,479,Liam Patel,USA,Hydrating Face Serum,08-02-2022,4463.32,295
106,480,Ava Sharma,USA,SPF 50 Sunscreen,10-03-2022,16996.07,471
107,481,Olivia D'Souza,UK,Tea Tree Moisturizer,30-08-2022,4768.41,183
108,482,Isabella Roy,Australia,Face Sheet Masks,30-03-2022,18046.13,401
109,483,Mason Kapoor,USA,Aloe Vera Gel,18-05-2022,868.92,46
110,484,Liam Patel,Australia,Charcoal Face Wash,26-01-2022,4759.75,96
111,485,Isabella Roy,USA,Rose Water Toner,22-03-2022,19576.41,402
112,486,Sophia Nair,USA,Lip Balm Pack,20-06-2022,4824.94,235
113,487,Isabella Roy,Canada,Hair Repair Oil,19-05-2022,5555.52,150
114,488,Lucas Verma,USA,Aloe Vera Gel,28-01-2022,6004.2,126
115,489,Sophia Nair,USA,SPF 50 Sunscreen,06-04-2022,12369.81,456
116,490,Noah Mehta,UK,Lip Balm Pack,23-05-2022,861.89,29
117,491,Ava Sharma,Australia,Vitamin C Cream,11-03-2022,6048.32,360
118,492,Sophia Nair,India,Body Butter Cream,02-06-2022,15051.5,418
119,493,Mason Kapoor,UK,Under Eye Cream,18-05-2022,756.72,24
120,494,Isabella Roy,Canada,Salicylic Acid Cleanser,22-06-2022,534.64,22
121,495,Ava Sharma,Canada,Aloe Vera Gel,11-04-2022,12424.63,360
122,496,Liam Patel,India,Face Sheet Masks,18-05-2022,15136.25,354
123,497,Liam Patel,UK,Face Sheet Masks,28-03-2022,580.35,31
124,498,Ananya Gupta,India,Charcoal Face Wash,30-08-2022,5804.87,119
125,499,Noah Mehta,New Zealand,Face Sheet Masks,30-01-2022,23152.04,487
126,500,Mason Kapoor,Canada,SPF 50 Sunscreen,19-08-2022,6174.38,232
127,501,Lucas Verma,India,Tea Tree Moisturizer,07-07-2022,16619.54,425
128,502,Lucas Verma,New Zealand,Face Sheet Masks,10-06-2022,3214.37,161
129,503,Mason Kapoor,Australia,Vitamin C Cream,13-08-2022,16037.03,475
130,504,Lucas Verma,USA,Charcoal Face Wash,30-03-2022,6455.88,299
131,505,Isabella Roy,New Zealand,SPF 50 Sunscreen,15-03-2022,20659.54,478
132,506,Olivia D'Souza,Canada,Under Eye Cream,19-04-2022,19030.11,434
133,507,Noah Mehta,India,Hair Repair Oil,07-05-2022,5042.61,140
134,508,Sophia Nair,UK,SPF 50 Sunscreen,11-02-2022,15274.46,350
135,509,Mason Kapoor,USA,Charcoal Face Wash,16-03-2022,13934.58,498
136,510,Lucas Verma,Australia,SPF 50 Sunscreen,13-08-2022,858.68,73
137,511,Ananya Gupta,India,Hair Repair Oil,01-05-2022,10382.3,390
138,512,Olivia D'Souza,USA,Hair Repair Oil,27-01-2022,7825.06,499
139,513,Mason Kapoor,Canada,Anti-Aging Serum,19-05-2022,329.0,16
140,514,Isabella Roy,Australia,Rose Water Toner,04-07-2022,7014.04,191
141,515,Olivia D'Souza,India,Anti-Aging Serum,02-01-2022,9390.28,433
142,516,Noah Mehta,New Zealand,SPF 50 Sunscreen,26-08-2022,3368.14,279
143,517,Olivia D'Souza,Australia,Aloe Vera Gel,31-07-2022,2200.4,152
144,518,Sophia Nair,New Zealand,Face Sheet Masks,11-06-2022,381.6,23
145,519,Lucas Verma,USA,Body Butter Cream,26-02-2022,16452.13,440
146,520,Noah Mehta,India,Lip Balm Pack,02-07-2022,7364.22,306
147,521,Olivia D'Souza,USA,Face Sheet Masks,01-06-2022,11031.64,300
148,522,Ethan Reddy,India,Vitamin C Cream,24-02-2022,715.01,37
149,523,Ananya Gupta,Canada,Salicylic Acid Cleanser,01-03-2022,5699.19,197
150,524,Ava Sharma,India,SPF 50 Sunscreen,16-02-2022,7524.98,189
151,525,Sophia Nair,Australia,Hair Repair Oil,01-01-2022,10002.88,253
152,526,Liam Patel,New Zealand,Hair Repair Oil,29-05-2022,3812.45,85
153,527,Lucas Verma,Australia,Charcoal Face Wash,03-08-2022,6717.5,354
154,528,Ananya Gupta,Australia,Tea Tree Moisturizer,09-05-2022,8326.18,167
155,529,Isabella Roy,New Zealand,Salicylic Acid Cleanser,31-01-2022,5177.5,120
156,530,Ava Sharma,India,Body Butter Cream,02-07-2022,12188.95,362
157,531,Olivia D'Souza,India,Hair Repair Oil,23-07-2022,1225.41,80
158,532,Liam Patel,UK,Tea Tree Moisturizer,28-04-2022,16191.56,422
159,533,Olivia D'Souza,New Zealand,Lip Balm Pack,01-05-2022,10095.38,364
160,534,Ava Sharma,USA,Lip Balm Pack,24-03-2022,8901.98,335
161,535,Ethan Reddy,India,Under Eye Cream,20-08-2022,1761.2,138
162,536,Ava Sharma,UK,Rose Water Toner,02-05-2022,15189.5,308
163,537,Ananya Gupta,USA,Anti-Aging Serum,27-01-2022,7077.02,189
164,538,Sophia Nair,Australia,Tea Tree Moisturizer,21-06-2022,16495.37,424
165,539,Noah Mehta,UK,Vitamin C Cream,27-02-2022,6530.73,215
166,540,Noah Mehta,Australia,Under Eye Cream,05-06-2022,12915.63,388
167,541,Isabella Roy,Canada,Hydrating Face Serum,06-08-2022,16425.05,375
168,542,Olivia D'Souza,Australia,Hair Repair Oil,12-06-2022,6775.0,352
169,543,Lucas Verma,Canada,Lip Balm Pack,24-03-2022,4553.78,237
170,544,Liam Patel,USA,Anti-Aging Serum,17-04-2022,20895.19,482
171,545,Sophia Nair,UK,Hydrating Face Serum,16-07-2022,14822.36,318
172,546,Ethan Reddy,New Zealand,Rose Water Toner,27-03-2022,3428.81,225
173,547,Mason Kapoor,USA,Hydrating Face Serum,10-06-2022,2925.47,224
174,548,Lucas Verma,Canada,Tea Tree Moisturizer,10-01-2022,19444.09,452
175,549,Ethan Reddy,UK,Hair Repair Oil,09-03-2022,8591.2,176
176,550,Lucas Verma,UK,Body Butter Cream,30-04-2022,2289.16,167
177,551,Ananya Gupta,UK,Hydrating Face Serum,01-06-2022,6384.11,265
178,552,Lucas Verma,USA,Hydrating Face Serum,10-01-2022,2747.98,115
179,553,Liam Patel,Australia,Aloe Vera Gel,27-04-2022,6324.87,296
180,554,Liam Patel,USA,Anti-Aging Serum,19-01-2022,4592.38,155
181,555,Olivia D'Souza,UK,Tea Tree Moisturizer,29-05-2022,5016.53,164
182,556,Ethan Reddy,USA,Anti-Aging Serum,19-03-2022,636.78,43
183,557,Liam Patel,India,Vitamin C Cream,28-03-2022,2948.69,189
184,558,Ethan Reddy,Canada,Under Eye Cream,19-04-2022,19971.42,463
185,559,Ava Sharma,Australia,Salicylic Acid Cleanser,18-06-2022,8218.19,439
186,560,Ethan Reddy,Canada,Niacinamide Toner,21-07-2022,4964.03,225
187,561,Ethan Reddy,Australia,Tea Tree Moisturizer,21-02-2022,7881.92,253
188,562,Isabella Roy,India,Salicylic Acid Cleanser,28-08-2022,15267.53,321
189,563,Isabella Roy,USA,Hair Repair Oil,02-04-2022,16343.94,485
190,564,Sophia Nair,USA,Niacinamide Toner,06-01-2022,10904.55,236
191,565,Ethan Reddy,USA,Under Eye Cream,16-07-2022,3205.0,81
192,566,Olivia D'Souza,New Zealand,Under Eye Cream,18-01-2022,5771.22,140
193,567,Mason Kapoor,Australia,Charcoal Face Wash,24-03-2022,3977.2,80
194,568,Noah Mehta,New Zealand,Salicylic Acid Cleanser,21-02-2022,8919.5,363
195,569,Mason Kapoor,UK,Vitamin C Cream,06-04-2022,23284.44,499
196,570,Isabella Roy,Australia,Face Sheet Masks,27-04-2022,4260.44,103
197,571,Ava Sharma,India,Rose Water Toner,14-03-2022,7570.61,159
198,572,Ethan Reddy,Australia,Body Butter Cream,31-03-2022,18742.38,469
199,573,Mason Kapoor,UK,Anti-Aging Serum,07-07-2022,8787.8,249
200,574,Lucas Verma,New Zealand,Under Eye Cream,01-07-2022,16253.66,423
201,575,Lucas Verma,India,Aloe Vera Gel,06-05-2022,10789.63,436
202,576,Olivia D'Souza,Canada,Under Eye Cream,20-03-2022,841.52,27
203,577,Lucas Verma,UK,Under Eye Cream,30-01-2022,5926.16,152
204,578,Ava Sharma,Australia,Anti-Aging Serum,02-06-2022,7066.65,221
205,579,Olivia D'Souza,New Zealand,Body Butter Cream,01-04-2022,11533.13,427
206,580,Ava Sharma,Australia,Tea Tree Moisturizer,10-06-2022,6390.52,146
207,581,Sophia Nair,USA,Face Sheet Masks,09-06-2022,444.44,15
208,582,Ava Sharma,New Zealand,SPF 50 Sunscreen,15-06-2022,7220.46,171
209,583,Noah Mehta,Canada,SPF 50 Sunscreen,24-02-2022,3490.94,120
210,584,Mason Kapoor,Canada,Tea Tree Moisturizer,12-08-2022,7408.06,168
211,585,Noah Mehta,Canada,Rose Water Toner,31-07-2022,4111.71,175
212,586,Ananya Gupta,India,Tea Tree Moisturizer,28-03-2022,3823.54,269
213,587,Mason Kapoor,Australia,Lip Balm Pack,06-07-2022,4542.86,186
214,588,Noah Mehta,UK,Hydrating Face Serum,29-04-2022,527.39,11
215,589,Liam Patel,USA,Anti-Aging Serum,22-02-2022,4013.93,124
216,590,Ava Sharma,Australia,Niacinamide Toner,12-01-2022,593.94,38
217,591,Ethan Reddy,UK,SPF 50 Sunscreen,08-01-2022,4318.42,175
218,592,Sophia Nair,USA,Salicylic Acid Cleanser,15-05-2022,5293.89,144
219,593,Noah Mehta,USA,Under Eye Cream,24-01-2022,3165.41,181
220,594,Ethan Reddy,USA,Aloe Vera Gel,24-04-2022,5212.22,224
221,595,Ananya Gupta,UK,Tea Tree Moisturizer,12-06-2022,4320.88,211
222,596,Ananya Gupta,UK,Anti-Aging Serum,27-08-2022,434.03,16
223,597,Ava Sharma,USA,Rose Water Toner,22-02-2022,15708.48,486
224,598,Noah Mehta,New Zealand,Hair Repair Oil,26-05-2022,411.5,16
225,599,Liam Patel,Australia,Face Sheet Masks,30-07-2022,2124.81,101
226,600,Noah Mehta,Australia,Vitamin C Cream,12-01-2022,984.79,32
227,601,Ananya Gupta,New Zealand,Hydrating Face Serum,26-04-2022,13049.1,327
228,602,Olivia D'Souza,India,Body Butter Cream,29-06-2022,956.42,21
229,603,Ananya Gupta,New Zealand,SPF 50 Sunscreen,15-04-2022,5712.21,337
230,604,Isabella Roy,India,Niacinamide Toner,28-04-2022,6985.76,410
231,605,Ethan Reddy,USA,Niacinamide Toner,10-08-2022,10122.81,236
232,606,Olivia D'Souza,USA,Lip Balm Pack,22-01-2022,4746.86,321
233,607,Ava Sharma,UK,Hydrating Face Serum,19-03-2022,365.6,18
234,608,Sophia Nair,New Zealand,Face Sheet Masks,15-08-2022,9791.02,385
235,609,Lucas Verma,USA,Vitamin C Cream,23-01-2022,6966.13,364
236,610,Noah Mehta,USA,Tea Tree Moisturizer,20-01-2022,14282.35,458
237,611,Isabella Roy,Canada,Vitamin C Cream,24-08-2022,2735.77,73
238,612,Ethan Reddy,Canada,Hydrating Face Serum,17-02-2022,5503.98,338
239,613,Ananya Gupta,UK,Hydrating Face Serum,04-05-2022,10872.5,351
240,614,Ananya Gupta,Australia,Aloe Vera Gel,06-01-2022,4158.5,286
241,615,Ethan Reddy,Australia,Hair Repair Oil,15-04-2022,23977.48,481
242,616,Liam Patel,New Zealand,Charcoal Face Wash,25-08-2022,5031.06,161
243,617,Noah Mehta,Canada,Vitamin C Cream,31-05-2022,7460.34,356
244,618,Ethan Reddy,USA,Niacinamide Toner,08-07-2022,6613.2,186
245,619,Ethan Reddy,New Zealand,Lip Balm Pack,30-04-2022,708.87,36
246,620,Isabella Roy,New Zealand,Hydrating Face Serum,16-06-2022,10445.39,306
247,621,Sophia Nair,Australia,Vitamin C Cream,11-04-2022,5797.63,254
248,622,Sophia Nair,India,Anti-Aging Serum,19-03-2022,10473.97,441
249,623,Isabella Roy,Canada,Hair Repair Oil,15-07-2022,1372.66,33
250,624,Isabella Roy,New Zealand,SPF 50 Sunscreen,03-03-2022,11414.54,333
251,625,Noah Mehta,India,Vitamin C Cream,16-05-2022,631.36,41
252,626,Lucas Verma,Australia,Anti-Aging Serum,30-03-2022,6093.04,357
253,627,Olivia D'Souza,Australia,Hair Repair Oil,13-04-2022,3335.93,270
254,628,Isabella Roy,USA,Lip Balm Pack,11-06-2022,15130.24,384
255,629,Liam Patel,Australia,Charcoal Face Wash,05-03-2022,3321.69,145
256,630,Sophia Nair,New Zealand,Aloe Vera Gel,16-08-2022,2336.36,119
257,631,Noah Mehta,USA,Hydrating Face Serum,15-04-2022,19443.77,420
258,632,Olivia D'Souza,Canada,Tea Tree Moisturizer,31-01-2022,4534.5,161
259,633,Ananya Gupta,UK,Hydrating Face Serum,24-08-2022,1027.1,69
260,634,Ethan Reddy,India,Hair Repair Oil,15-03-2022,2883.0,66
261,635,Mason Kapoor,New Zealand,Charcoal Face Wash,08-01-2022,2593.64,66
262,636,Mason Kapoor,UK,Hydrating Face Serum,03-04-2022,5802.73,433
263,637,Ethan Reddy,Australia,Hydrating Face Serum,18-05-2022,11992.11,257
264,638,Ananya Gupta,USA,Hair Repair Oil,07-02-2022,352.92,30
265,639,Ava Sharma,New Zealand,Tea Tree Moisturizer,28-05-2022,7024.11,190
266,640,Sophia Nair,New Zealand,Hair Repair Oil,31-05-2022,2884.52,118
267,641,Ananya Gupta,USA,Face Sheet Masks,26-06-2022,5022.76,154
268,642,Ananya Gupta,New Zealand,Lip Balm Pack,18-08-2022,5250.58,299
269,643,Ethan Reddy,USA,Niacinamide Toner,09-05-2022,2584.15,108
270,644,Mason Kapoor,USA,Vitamin C Cream,13-07-2022,8581.27,190
271,645,Sophia Nair,New Zealand,Lip Balm Pack,03-06-2022,559.73,12
272,646,Olivia D'Souza,India,Face Sheet Masks,07-06-2022,12905.06,498
273,647,Sophia Nair,USA,Hair Repair Oil,24-06-2022,13509.42,296
274,648,Ananya Gupta,India,Salicylic Acid Cleanser,29-05-2022,3116.98,148
275,649,Isabella Roy,USA,Anti-Aging Serum,05-06-2022,1123.46,56
276,650,Ethan Reddy,USA,Niacinamide Toner,30-03-2022,18188.8,495
277,651,Mason Kapoor,USA,Rose Water Toner,25-01-2022,8484.94,317
278,652,Sophia Nair,New Zealand,Aloe Vera Gel,22-07-2022,6693.75,476
279,653,Noah Mehta,New Zealand,Body Butter Cream,27-06-2022,9682.74,394
280,654,Isabella Roy,Australia,Anti-Aging Serum,19-01-2022,3241.7,232
281,655,Liam Patel,India,Tea Tree Moisturizer,29-03-2022,10885.26,233
282,656,Olivia D'Souza,USA,Anti-Aging Serum,24-06-2022,4934.32,194
283,657,Ethan Reddy,New Zealand,Anti-Aging Serum,24-03-2022,21726.67,436
284,658,Ethan Reddy,New Zealand,Body Butter Cream,18-04-2022,5873.54,355
285,659,Ananya Gupta,Canada,Salicylic Acid Cleanser,10-07-2022,9561.31,268
286,660,Ananya Gupta,Australia,Charcoal Face Wash,26-02-2022,3463.01,74
287,661,Isabella Roy,USA,Charcoal Face Wash,23-06-2022,136.05,11
288,662,Olivia D'Souza,Australia,Lip Balm Pack,21-05-2022,3525.11,215
289,663,Olivia D'Souza,Australia,Charcoal Face Wash,08-04-2022,4819.15,332
290,664,Liam Patel,Canada,Niacinamide Toner,21-08-2022,5661.96,136
291,665,Isabella Roy,Australia,Vitamin C Cream,28-01-2022,980.84,39
292,666,Lucas Verma,Australia,Charcoal Face Wash,05-08-2022,1430.77,38
293,667,Noah Mehta,India,Niacinamide Toner,27-07-2022,1178.22,40
294,668,Lucas Verma,New Zealand,Body Butter Cream,18-02-2022,9645.48,286
295,669,Mason Kapoor,New Zealand,Hydrating Face Serum,11-02-2022,3703.09,141
296,670,Ava Sharma,New Zealand,SPF 50 Sunscreen,28-02-2022,10465.99,393
297,671,Sophia Nair,India,Vitamin C Cream,27-03-2022,11297.48,314
298,672,Ananya Gupta,USA,Anti-Aging Serum,26-07-2022,9203.38,400
299,673,Lucas Verma,India,Face Sheet Masks,07-07-2022,10092.43,239
300,674,Ethan Reddy,New Zealand,Hair Repair Oil,11-07-2022,2394.9,84
301,675,Ethan Reddy,Australia,Vitamin C Cream,31-01-2022,4157.41,264
302,676,Mason Kapoor,Australia,Tea Tree Moisturizer,28-06-2022,3986.46,140
303,677,Sophia Nair,New Zealand,Lip Balm Pack,03-06-2022,16045.86,477
304,678,Ethan Reddy,New Zealand,Aloe Vera Gel,27-01-2022,5616.37,246
305,679,Isabella Roy,India,Under Eye Cream,11-08-2022,1741.42,42
306,680,Mason Kapoor,Australia,Niacinamide Toner,27-07-2022,4344.35,109
307,681,Liam Patel,USA,Body Butter Cream,09-03-2022,8483.48,342
308,682,Olivia D'Souza,New Zealand,Salicylic Acid Cleanser,06-05-2022,723.29,27
309,683,Lucas Verma,UK,Salicylic Acid Cleanser,20-01-2022,4476.0,343
310,684,Sophia Nair,New Zealand,SPF 50 Sunscreen,09-05-2022,13449.54,299
311,685,Ananya Gupta,New Zealand,Niacinamide Toner,27-07-2022,13220.1,305
312,686,Olivia D'Souza,Australia,SPF 50 Sunscreen,03-06-2022,16987.7,411
313,687,Ananya Gupta,Australia,Lip Balm Pack,10-07-2022,9085.51,237
314,688,Olivia D'Souza,USA,Anti-Aging Serum,27-06-2022,11544.08,423
315,689,Olivia D'Souza,USA,Vitamin C Cream,23-04-2022,12587.78,297
316,690,Liam Patel,Canada,Salicylic Acid Cleanser,17-04-2022,12202.64,321
317,691,Ava Sharma,UK,SPF 50 Sunscreen,23-01-2022,6319.71,366
318,692,Olivia D'Souza,New Zealand,Under Eye Cream,18-02-2022,16902.63,472
319,693,Liam Patel,India,Tea Tree Moisturizer,03-08-2022,5408.77,412
320,694,Ananya Gupta,New Zealand,Face Sheet Masks,02-05-2022,11725.2,314
321,695,Liam Patel,Canada,Tea Tree Moisturizer,22-04-2022,9669.71,376
322,696,Ananya Gupta,New Zealand,Vitamin C Cream,03-01-2022,2875.15,201
323,697,Sophia Nair,India,Anti-Aging Serum,11-03-2022,14214.55,447
324,698,Mason Kapoor,India,Body Butter Cream,05-03-2022,1195.52,29
325,699,Olivia D'Souza,Australia,Under Eye Cream,04-05-2022,16375.54,491
326,700,Ethan Reddy,New Zealand,Aloe Vera Gel,24-03-2022,8190.32,240
327,701,Ethan Reddy,New Zealand,Under Eye Cream,24-05-2022,19125.15,488
328,702,Lucas Verma,Australia,Hair Repair Oil,15-04-2022,585.65,20
329,703,Lucas Verma,UK,Aloe Vera Gel,26-03-2022,20317.26,485
330,704,Mason Kapoor,New Zealand,Rose Water Toner,07-08-2022,9887.34,320
331,705,Sophia Nair,Canada,Anti-Aging Serum,31-07-2022,8194.42,276
332,706,Isabella Roy,Australia,Under Eye Cream,26-03-2022,7471.71,491
333,707,Sophia Nair,UK,SPF 50 Sunscreen,02-06-2022,7060.26,142
334,708,Olivia D'Souza,UK,Salicylic Acid Cleanser,02-06-2022,13053.64,282
335,709,Mason Kapoor,USA,Anti-Aging Serum,29-04-2022,8399.02,181
336,710,Olivia D'Souza,UK,Hydrating Face Serum,11-03-2022,7990.6,199
337,711,Olivia D'Souza,Australia,Aloe Vera Gel,25-07-2022,11098.01,225
338,712,Lucas Verma,Australia,Body Butter Cream,03-05-2022,19951.07,426
339,713,Lucas Verma,Australia,Hydrating Face Serum,08-01-2022,119.82,10
